,frequency,mtf %
173,436.86868686868695,0.36655522843536015
174,439.3939393939394,0.33716982418736496
175,441.919191919192,0.31120827150812463
176,444.4444444444445,0.2890364324793097
177,446.969696969697,0.2709722457102083
178,449.49494949494954,0.25726285968318563
179,452.0202020202021,0.24805313761412984
180,454.54545454545456,0.24334744160233396
181,457.0707070707071,0.24297616368960492
182,459.59595959595964,0.24658451474447643
183,462.1212121212121,0.25365571735778536
184,464.64646464646466,0.2635659797759474
185,467.1717171717172,0.2756557563219053
186,469.6969696969697,0.2892987754360212
187,472.22222222222223,0.3039550476268026
188,474.7474747474748,0.3192005377150769
189,477.27272727272725,0.3347314291565705
190,479.79797979797985,0.3503452473671166
191,482.3232323232324,0.3659052905104746
192,484.8484848484849,0.3812983760943905
193,487.3737373737374,0.39639742372542897
194,489.89898989898995,0.4110386320080624
195,492.42424242424244,0.42501803915696007
196,494.949494949495,0.43810573672976333
197,497.4747474747475,0.4500704412078791
198,500.0,0.4607046340216092
199,502.52525252525254,0.46984184335161355
200,505.05050505050514,0.47736211229990916
201,507.5757575757577,0.4831873817087064
202,510.1010101010101,0.48727306047873004
203,512.6262626262627,0.489603506878155
204,515.1515151515152,0.49019679191858595
205,517.6767676767677,0.48911895027411595
206,520.2020202020202,0.48650227804264484
207,522.7272727272729,0.4825586704330108
208,525.2525252525253,0.47757906807578737
209,527.7777777777778,0.47191376273663993
210,530.3030303030304,0.4659342149241884
211,532.8282828282829,0.45998313553110065
212,535.3535353535354,0.4543239153760688
213,537.878787878788,0.449101616483973
214,540.4040404040404,0.4443251316414205
215,542.929292929293,0.4398744351748557
216,545.4545454545455,0.4355299265288667
217,547.979797979798,0.43101511511315127
218,550.5050505050506,0.42604126467975495
219,553.0303030303031,0.4203438034398455
220,555.5555555555555,0.4137046034616643
221,558.0808080808081,0.4059599418532129
222,560.6060606060607,0.39699900304268065
223,563.1313131313132,0.3867603478991994
224,565.6565656565657,0.37523292775554207
225,568.1818181818182,0.36246436688854394
226,570.7070707070708,0.34857406043839556
227,573.2323232323233,0.33376436592946557
228,575.7575757575759,0.3183215465368204
229,578.2828282828283,0.3025997342307401
230,580.8080808080808,0.2869854958630544
231,583.3333333333334,0.2718464771145392
232,585.8585858585859,0.2574736709181315
233,588.3838383838385,0.24403131451814314
234,590.909090909091,0.2315290100350504
235,593.4343434343434,0.2198256696488792
236,595.9595959595961,0.20866512307601823
237,598.4848484848486,0.19773290106247865
238,601.010101010101,0.1867180686253521
239,603.5353535353536,0.1753653236804053
240,606.0606060606061,0.16350880881440089
241,608.5858585858587,0.1510860879348605
242,611.1111111111112,0.13813557442596952
243,613.6363636363637,0.12478278200414494
244,616.1616161616162,0.11122107243038738
245,618.6868686868687,0.09769230030662024
246,621.2121212121212,0.08447248950655253
247,623.7373737373738,0.07186709684936796
248,626.2626262626263,0.06021819831322281
249,628.7878787878789,0.049918907083658856
250,631.3131313131313,0.041410988023247164
251,633.838383838384,0.03510208952700696
252,636.3636363636365,0.031126025184595056
253,638.8888888888889,0.029055936979037217
254,641.4141414141415,0.02795168726367414
255,643.939393939394,0.026790344119035688
256,646.4646464646465,0.024830949453946927
257,648.9898989898991,0.02172092734575326
258,651.5151515151516,0.017490627168920726
259,654.040404040404,0.012633999073509759
260,656.5656565656566,0.00872526398645405
261,659.0909090909092,0.009264021419106361
262,661.6161616161617,0.014002147863779934
263,664.1414141414142,0.019734628435439997
264,666.6666666666667,0.02510354638897783
265,669.1919191919192,0.02958507053442506
266,671.7171717171718,0.03296028205422417
267,674.2424242424244,0.03518955917401632
268,676.7676767676768,0.03636306332048842
269,679.2929292929293,0.03666331591210718
270,681.8181818181819,0.03632907138007188
271,684.3434343434344,0.03562082321202779
272,686.868686868687,0.034789982032318284
273,689.3939393939395,0.03405267366790742
274,691.9191919191919,0.03356806497813238
275,694.4444444444445,0.03342227263452552
276,696.9696969696971,0.033621910333505985
277,699.4949494949495,0.03410218709029219
278,702.0202020202021,0.034749873114333474
279,704.5454545454546,0.03543439568724916
280,707.070707070707,0.036037146208959675
281,709.5959595959597,0.036471788105148194
282,712.1212121212122,0.036693933533540356
283,714.6464646464647,0.03670343269848374
284,717.1717171717172,0.03654459711391331
285,719.6969696969697,0.03630782773580469
286,722.2222222222223,0.03613029109740101
287,724.7474747474748,0.036185906452639534
288,727.2727272727274,0.03665239939418139
289,729.7979797979798,0.03765409931095659
290,732.3232323232323,0.039202643286909505
291,734.848484848485,0.041171377491830655
292,737.3737373737374,0.043320637286743596
293,739.89898989899,0.04535724451431948
294,742.4242424242425,0.0469981208402617
295,744.949494949495,0.04801845045467554
296,747.4747474747476,0.04827920588717697
297,750.0000000000001,0.04773613899427912
298,752.5252525252525,0.04643412721764709
299,755.0505050505051,0.04449083993265363
300,757.5757575757576,0.042073789665708995
301,760.1010101010102,0.03937517049393323
302,762.6262626262627,0.03658911700651916
303,765.1515151515152,0.03389569717245115
304,767.6767676767677,0.03145476871222279
305,770.2020202020202,0.02941067366268604
306,772.7272727272729,0.027905343345600745
307,775.2525252525253,0.027091819415555718
308,777.7777777777778,0.027132929609305936
309,780.3030303030304,0.0281691358697988
310,782.8282828282829,0.03025936764898868
311,785.3535353535354,0.03332903767198393
312,787.878787878788,0.037158858065788905
313,790.4040404040404,0.04141331921045763
314,792.929292929293,0.04568702563967288
315,795.4545454545455,0.04955427898313932
316,797.9797979797981,0.052617532817277504
317,800.5050505050506,0.05455220840497868
318,803.030303030303,0.055143587777805834
319,805.5555555555557,0.05431078365339232
320,808.0808080808081,0.052114109006356796
321,810.6060606060606,0.04874486059942053
322,813.1313131313133,0.04449964054610148
323,815.6565656565657,0.03974404823868767
324,818.1818181818181,0.0348722889332926
325,820.7070707070708,0.03026961446138717
326,823.2323232323233,0.026283307799556285
327,825.7575757575758,0.023204691128420055
328,828.2828282828284,0.02125881133489538
329,830.8080808080808,0.020592784862869473
